scenario,base_text,baseline_prob,tokens,fitness,reduction_pct
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 113983, 106920]",0.10009765625,10.550694801852805
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 127896, 106920]",0.0185546875,1.9557385486361298
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 127896, 106920]",0.0185546875,1.9557385486361298
strong_prediction_fox,The quick brown,0.94873046875,"[127896, 106920, 113983]",0.001953125,0.2058672156459084
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 111067]",0.07765865325927734,98.40366395978344
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 120325, 111067]",0.07352447509765625,93.16511987625677
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 120325, 111067]",0.07352447509765625,93.16511987625677
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 120325, 111067]",0.07352447509765625,93.16511987625677
weak_prediction_weather,The weather is,0.07891845703125,"[126173, 111067, 120325]",0.06856536865234375,86.88128383604021
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 111067, 126173]",0.060638427734375,76.8368136117556
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 126173, 120325]",0.0536041259765625,67.92343387470999
weak_prediction_weather,The weather is,0.07891845703125,"[120325, 120325, 126173]",0.04754638671875,60.24748646558391
weak_prediction_weather,The weather is,0.07891845703125,"[111067, 120325, 126173]",0.04510498046875,57.153905645784995
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[120454, 120454, 110024]",0.28934311866760254,99.92828111825463
weak_prediction_think,I think that,0.28955078125,"[110024, 120454, 110024]",0.289060115814209,99.83054252740303
weak_prediction_think,I think that,0.28955078125,"[110024, 120454, 110024]",0.289060115814209,99.83054252740303
weak_prediction_think,I think that,0.28955078125,"[110024, 120454, 110024]",0.289060115814209,99.83054252740303
weak_prediction_think,I think that,0.28955078125,"[110024, 110024, 110024]",0.265655517578125,91.74747048903879
weak_prediction_think,I think that,0.28955078125,"[120454, 110024, 110024]",0.2626953125,90.72512647554805
weak_prediction_think,I think that,0.28955078125,"[110024, 110024, 120454]",0.0562744140625,19.435075885328835
weak_prediction_think,I think that,0.28955078125,"[110024, 110024, 120454]",0.0562744140625,19.435075885328835
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 115721]",0.07720565795898438,99.36665357423409
coding_context,def function_name(,0.07769775390625,"[115721, 117691, 117691]",0.07718229293823242,99.33658189316576
coding_context,def function_name(,0.07769775390625,"[117691, 115721, 117691]",0.07710552215576172,99.23777494108406
coding_context,def function_name(,0.07769775390625,"[117691, 117691, 115721]",0.07705450057983398,99.17210820895522
coding_context,def function_name(,0.07769775390625,"[117691, 117691, 115721]",0.07705450057983398,99.17210820895522
coding_context,def function_name(,0.07769775390625,"[117691, 114091, 117691]",0.07705259323120117,99.1696533778476
coding_context,def function_name(,0.07769775390625,"[117691, 114091, 117691]",0.07705259323120117,99.1696533778476
coding_context,def function_name(,0.07769775390625,"[117691, 117691, 114091]",0.07685375213623047,98.91373723487824
coding_context,def function_name(,0.07769775390625,"[117691, 115721, 115721]",0.07665443420410156,98.65720738413198
coding_context,def function_name(,0.07769775390625,"[115721, 117691, 115721]",0.07654380798339844,98.51482717989002
coding_context,def function_name(,0.07769775390625,"[114091, 117691, 114091]",0.07623481750488281,98.11714454045561
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,[127865],0.041015625,4.158415841584159
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865]",0.009765625,0.9900990099009901
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
conversation_start,"Hello, how are",0.986328125,"[127865, 127865, 127865]",0.0029296875,0.297029702970297
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[124292, 114185, 113924]",0.06415891647338867,98.60972678236398
question_start,What is the,0.0650634765625,"[114185, 114185, 113924]",0.06414937973022461,98.59506918386491
question_start,What is the,0.0650634765625,"[114185, 114185, 113924]",0.06414937973022461,98.59506918386491
question_start,What is the,0.0650634765625,"[124292, 124292, 114185]",0.06333160400390625,97.33818011257036
question_start,What is the,0.0650634765625,"[114185, 124292, 114185]",0.06159400939941406,94.66756566604127
question_start,What is the,0.0650634765625,"[114185, 114185, 124292]",0.06067657470703125,93.25750469043153
question_start,What is the,0.0650634765625,"[114185, 114185, 127954]",0.060306549072265625,92.68878986866793
question_start,What is the,0.0650634765625,"[114185, 124292, 113924]",0.059970855712890625,92.17284240150094
question_start,What is the,0.0650634765625,"[114185, 124292, 113924]",0.059970855712890625,92.17284240150094
question_start,What is the,0.0650634765625,"[113924, 124292, 114185]",0.0550079345703125,84.54502814258912
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
math_context,2 + 2 =,0.388916015625,"[106920, 127711, 106920]",0.06298828125,16.195856873822976
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 127896, 115487]",0.5257415771484375,97.70587568058076
incomplete_sentence,The cat sat on the,0.5380859375,"[115487, 127896, 117949]",0.5164031982421875,95.9703947368421
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 117949, 115487]",0.5109710693359375,94.9608666061706
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 117949, 115487]",0.5109710693359375,94.9608666061706
incomplete_sentence,The cat sat on the,0.5380859375,"[115487, 115487, 127896]",0.47491455078125,88.25998185117967
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 127896, 117949]",0.41400146484375,76.9396551724138
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 117949, 127896]",0.3905029296875,72.57259528130672
incomplete_sentence,The cat sat on the,0.5380859375,"[117949, 117949, 127896]",0.3905029296875,72.57259528130672
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 117949, 117949]",0.3311767578125,61.547186932849364
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 117949, 117949]",0.3311767578125,61.547186932849364
incomplete_sentence,The cat sat on the,0.5380859375,"[127896, 117949, 117949]",0.3311767578125,61.547186932849364
